precipMM,tempC,windspeedKmph,cond,humidity,visibility,pressure,cloudcover,heatIndexC,dewPointC,windChillC,windGustKmph,feelsLikeC,tempC_Emean,tempC_Emin,tempC_Emax,tempC_Esum,windspeedKmph_Emean,windspeedKmph_Emin,windspeedKmph_Emax,windspeedKmph_Esum,cond_Emean,cond_Emin,cond_Emax,cond_Esum,humidity_Emean,humidity_Emin,humidity_Emax,humidity_Esum,visibility_Emean,visibility_Emin,visibility_Emax,visibility_Esum,pressure_Emean,pressure_Emin,pressure_Emax,pressure_Esum,cloudcover_Emean,cloudcover_Emin,cloudcover_Emax,cloudcover_Esum,heatIndexC_Emean,heatIndexC_Emin,heatIndexC_Emax,heatIndexC_Esum,dewPointC_Emean,dewPointC_Emin,dewPointC_Emax,dewPointC_Esum,windChillC_Emean,windChillC_Emin,windChillC_Emax,windChillC_Esum,windGustKmph_Emean,windGustKmph_Emin,windGustKmph_Emax,windGustKmph_Esum,feelsLikeC_Emean,feelsLikeC_Emin,feelsLikeC_Emax,feelsLikeC_Esum
0.020648967541666667,0.2325520833333332,0.35026041662499985,0.5657894735312502,0.8100090579999999,0.96875,0.7755028736562491,0.3339062500000001,0.26813936780208336,0.5693108974479167,0.23671874999999995,0.28580729169791674,0.26813936780208336,0.2325520833333332,0.2325520833333332,0.2325520833333332,0.2325520833333332,0.35026041662499985,0.35026041662499985,0.35026041662499985,0.35026041662499985,0.5657894735312502,0.5657894735312502,0.5657894735312502,0.5657894735312502,0.8100090579999999,0.8100090579999999,0.8100090579999999,0.8100090579999999,0.96875,0.96875,0.96875,0.96875,0.7755028736562491,0.7755028736562491,0.7755028736562491,0.7755028736562491,0.3339062500000001,0.3339062500000001,0.3339062500000001,0.3339062500000001,0.26813936780208336,0.26813936780208336,0.26813936780208336,0.26813936780208336,0.5693108974479167,0.5693108974479167,0.5693108974479167,0.5693108974479167,0.23671874999999995,0.23671874999999995,0.23671874999999995,0.23671874999999995,0.28580729169791674,0.28580729169791674,0.28580729169791674,0.28580729169791674,0.26813936780208336,0.26813936780208336,0.26813936780208336,0.26813936780208336
0.0,0.23125,0.4414062500520834,0.5855263155625007,0.7650966183645834,1.0,0.8482399427812498,0.30880208333333337,0.2471264367083333,0.5044070513854164,0.23125,0.33492476852083336,0.2471264367083333,0.23190104166666656,0.23125,0.2325520833333332,0.4638020833333332,0.3958333333385417,0.35026041662499985,0.4414062500520834,0.7916666666770833,0.5756578945468754,0.5657894735312502,0.5855263155625007,1.1513157890937509,0.7875528381822916,0.7650966183645834,0.8100090579999999,1.5751056763645832,0.984375,0.96875,1.0,1.96875,0.8118714082187495,0.7755028736562491,0.8482399427812498,1.623742816437499,0.3213541666666667,0.30880208333333337,0.3339062500000001,0.6427083333333334,0.25763290225520835,0.2471264367083333,0.26813936780208336,0.5152658045104167,0.5368589744166665,0.5044070513854164,0.5693108974479167,1.073717948833333,0.233984375,0.23125,0.23671874999999995,0.4679687499999999,0.310366030109375,0.28580729169791674,0.33492476852083336,0.62073206021875,0.25763290225520835,0.2471264367083333,0.26813936780208336,0.5152658045104167
0.001106194739583334,0.2416666666666667,0.30539772728125,0.631578947000001,0.8088768115625008,1.0,0.8265086207812486,0.4844270833333337,0.27873563213541663,0.5705128204687497,0.2416666666666667,0.2277199074062501,0.27873563213541663,0.23515625,0.23125,0.2416666666666667,0.7054687499999999,0.3656881313194445,0.30539772728125,0.4414062500520834,1.097064393958333,0.594298245364584,0.5657894735312502,0.631578947000001,1.7828947360937522,0.7946608293090279,0.7650966183645834,0.8100090579999999,2.383982487927084,0.9895833333333334,0.96875,1.0,2.96875,0.8167504790729159,0.7755028736562491,0.8482399427812498,2.450251437218748,0.3757118055555557,0.30880208333333337,0.4844270833333337,1.1271354166666672,0.2646671455486111,0.2471264367083333,0.27873563213541663,0.7940014366458333,0.5480769231006942,0.5044070513854164,0.5705128204687497,1.6442307693020828,0.2365451388888889,0.23125,0.2416666666666667,0.7096354166666666,0.28281732254166675,0.2277199074062501,0.33492476852083336,0.8484519676250002,0.2646671455486111,0.2471264367083333,0.27873563213541663,0.7940014366458333
0.0003687315729166667,0.27838541666666666,0.20537405312500004,0.5800438594166671,0.8382397343020839,1.0,0.7623922413541672,0.41854166666666665,0.3318965516562501,0.6121794871041669,0.27838541666666666,0.17339409738541656,0.32758620689583345,0.24596354166666665,0.23125,0.27838541666666666,0.9838541666666664,0.32560961177083336,0.20537405312500004,0.4414062500520834,1.3024384470833337,0.5907346488776047,0.5657894735312502,0.631578947000001,2.362938595510419,0.805555555557292,0.7650966183645834,0.8382397343020839,3.222222222229168,0.9921875,0.96875,1.0,3.96875,0.8031609196432287,0.7623922413541672,0.8482399427812498,3.2126436785729147,0.38641927083333344,0.30880208333333337,0.4844270833333337,1.5456770833333338,0.2814744970755209,0.2471264367083333,0.3318965516562501,1.1258979883020834,0.5641025641015625,0.5044070513854164,0.6121794871041669,2.25641025640625,0.2470052083333333,0.23125,0.27838541666666666,0.9880208333333332,0.25546151625260416,0.17339409738541656,0.33492476852083336,1.0218460650104166,0.2803969108854167,0.2471264367083333,0.32758620689583345,1.1215876435416667
0.001106194739583334,0.3236979166666668,0.17708333337500004,0.3991228069062504,0.8429951691562501,0.8483072916666666,0.7428160920416675,0.3611458333333331,0.3908045976250001,0.6858974356979166,0.3236979166666668,0.15024594919791665,0.3908045976250001,0.2615104166666667,0.23125,0.3236979166666668,1.3075520833333334,0.2959043560916667,0.17708333337500004,0.4414062500520834,1.4795217804583336,0.5524122804833339,0.3991228069062504,0.631578947000001,2.7620614024166694,0.8130434782770836,0.7650966183645834,0.8429951691562501,4.065217391385418,0.9634114583333334,0.8483072916666666,1.0,4.817057291666667,0.7910919541229164,0.7428160920416675,0.8482399427812498,3.955459770614582,0.3813645833333333,0.30880208333333337,0.4844270833333337,1.9068229166666668,0.3033405171854167,0.2471264367083333,0.3908045976250001,1.5167025859270835,0.5884615384208333,0.5044070513854164,0.6858974356979166,2.9423076921041664,0.26234375000000004,0.23125,0.3236979166666668,1.3117187500000005,0.23441840284166665,0.15024594919791665,0.33492476852083336,1.1720920142083333,0.30247844823333336,0.2471264367083333,0.3908045976250001,1.5123922411666668
0.001106194739583334,0.3578125000000001,0.1603929926145833,0.3991228070000001,0.8069142512395834,0.771484375,0.7399425287083342,0.2808333333333333,0.4145114942291667,0.6622596151666668,0.3578125000000001,0.13621238431250002,0.4145114942291667,0.2775607638888889,0.23125,0.3578125000000001,1.6653645833333337,0.2733191288454861,0.1603929926145833,0.4414062500520834,1.6399147730729169,0.5268640349027782,0.3991228069062504,0.631578947000001,3.1611842094166693,0.8120219404375003,0.7650966183645834,0.8429951691562501,4.872131642625002,0.9314236111111112,0.771484375,1.0,5.588541666666668,0.7825670498871528,0.7399425287083342,0.8482399427812498,4.695402299322916,0.3646093750000001,0.2808333333333333,0.4844270833333337,2.1876562500000003,0.3218690133593751,0.2471264367083333,0.4145114942291667,1.9312140801562503,0.6007612178784721,0.5044070513854164,0.6858974356979166,3.604567307270833,0.2782552083333334,0.23125,0.3578125000000001,1.6695312500000004,0.2180507330868056,0.13621238431250002,0.33492476852083336,1.3083043985208334,0.3211506225659723,0.2471264367083333,0.4145114942291667,1.9269037353958336
0.001659292114583334,0.2705729166666666,0.18027935617708327,0.4144736841250001,0.8229921497708332,0.8697916666666666,0.7596982759791663,0.3177083333333333,0.3225574712291668,0.6121794871354166,0.2705729166666666,0.14489293981249998,0.3225574712291668,0.2765625,0.23125,0.3578125000000001,1.9359375,0.26002773274999996,0.1603929926145833,0.4414062500520834,1.82019412925,0.5108082705059528,0.3991228069062504,0.631578947000001,3.5756578935416696,0.8135891131994051,0.7650966183645834,0.8429951691562501,5.695123792395835,0.9226190476190476,0.771484375,1.0,6.458333333333334,0.7793000821860118,0.7399425287083342,0.8482399427812498,5.455100575302082,0.3579092261904763,0.2808333333333333,0.4844270833333337,2.5053645833333342,0.321967364483631,0.2471264367083333,0.4145114942291667,2.253771551385417,0.6023923992008928,0.5044070513854164,0.6858974356979166,4.21674679440625,0.2771577380952381,0.23125,0.3578125000000001,1.940104166666667,0.2075996197619048,0.13621238431250002,0.33492476852083336,1.4531973383333334,0.3213516009464286,0.2471264367083333,0.4145114942291667,2.2494612066250004
0.0,0.2229166666666668,0.32078598487500004,0.6458333331770836,0.7380736715208335,1.0,0.8324353449791654,0.26041666666666663,0.2437140802500001,0.4507211539999995,0.2229166666666668,0.264395254625,0.2437140802500001,0.26985677083333337,0.2229166666666668,0.3578125000000001,2.158854166666667,0.267622514265625,0.1603929926145833,0.4414062500520834,2.140980114125,0.5276864033398442,0.3991228069062504,0.6458333331770836,4.2214912267187525,0.8041496829895836,0.7380736715208335,0.8429951691562501,6.4331974639166685,0.9322916666666669,0.771484375,1.0,7.458333333333334,0.7859419900351559,0.7399425287083342,0.8482399427812498,6.287535920281247,0.34572265625000004,0.26041666666666663,0.4844270833333337,2.7657812500000003,0.31218570395442713,0.2437140802500001,0.4145114942291667,2.497485631635417,0.5834334935507811,0.4507211539999995,0.6858974356979166,4.667467948406249,0.27037760416666673,0.2229166666666668,0.3578125000000001,2.163020833333334,0.21469907411979167,0.13621238431250002,0.33492476852083336,1.717592592958333,0.3116469108593751,0.2437140802500001,0.4145114942291667,2.493175286875001
0.00497787633333333,0.1854166666666668,0.3122632575937499,0.5592105262604168,0.8001207729270837,0.921875,0.8606321841770828,0.5458333333333337,0.21641522979166666,0.4839743589166666,0.1854166666666668,0.24573206007291656,0.21641522979166666,0.2604745370370371,0.1854166666666668,0.3578125000000001,2.3442708333333337,0.2725825968576389,0.1603929926145833,0.4414062500520834,2.45324337171875,0.5311890836643522,0.3991228069062504,0.6458333331770836,4.78070175297917,0.8037020263159724,0.7380736715208335,0.8429951691562501,7.233318236843753,0.9311342592592592,0.771484375,1.0,8.380208333333334,0.79424090049537,0.7399425287083342,0.8606321841770828,7.14816810445833,0.367957175925926,0.26041666666666663,0.5458333333333337,3.3116145833333337,0.3015445401585649,0.21641522979166666,0.4145114942291667,2.713900861427084,0.5723824785914351,0.4507211539999995,0.6858974356979166,5.151442307322916,0.26093750000000004,0.1854166666666668,0.3578125000000001,2.3484375000000006,0.21814718367013888,0.13621238431250002,0.33492476852083336,1.9633246530312496,0.301065612962963,0.21641522979166666,0.4145114942291667,2.7095905166666667
0.0003687315729166667,0.1838541666666668,0.3101325758020835,0.6557017541562504,0.7210144927500001,1.0,0.8448275863958319,0.33265625000000004,0.2025862068645834,0.3802083336354167,0.1838541666666668,0.2565104165937499,0.18372844833333327,0.25281250000000005,0.1838541666666668,0.3578125000000001,2.5281250000000006,0.27633759475208336,0.1603929926145833,0.4414062500520834,2.7633759475208337,0.543640350713542,0.3991228069062504,0.6557017541562504,5.43640350713542,0.7954332729593753,0.7210144927500001,0.8429951691562501,7.954332729593752,0.9380208333333334,0.771484375,1.0,9.380208333333334,0.7992995690854162,0.7399425287083342,0.8606321841770828,7.992995690854162,0.3644270833333334,0.26041666666666663,0.5458333333333337,3.6442708333333336,0.2916487068291667,0.2025862068645834,0.4145114942291667,2.916487068291667,0.5531650640958332,0.3802083336354167,0.6858974356979166,5.531650640958333,0.2532291666666667,0.1838541666666668,0.3578125000000001,2.5322916666666675,0.2219835069625,0.13621238431250002,0.33492476852083336,2.219835069625,0.2893318965000001,0.18372844833333327,0.4145114942291667,2.8933189650000006
