precipMM,tempC,windspeedKmph,cond,humidity,visibility,pressure,cloudcover,heatIndexC,dewPointC,windChillC,windGustKmph,feelsLikeC,tempC_Rmean (window = 5),tempC_Rmin  (window = 5),tempC_Rmax  (window = 5),windspeedKmph_Rmean (window = 5),windspeedKmph_Rmin  (window = 5),windspeedKmph_Rmax  (window = 5),cond_Rmean (window = 5),cond_Rmin  (window = 5),cond_Rmax  (window = 5),humidity_Rmean (window = 5),humidity_Rmin  (window = 5),humidity_Rmax  (window = 5),visibility_Rmean (window = 5),visibility_Rmin  (window = 5),visibility_Rmax  (window = 5),pressure_Rmean (window = 5),pressure_Rmin  (window = 5),pressure_Rmax  (window = 5),cloudcover_Rmean (window = 5),cloudcover_Rmin  (window = 5),cloudcover_Rmax  (window = 5),heatIndexC_Rmean (window = 5),heatIndexC_Rmin  (window = 5),heatIndexC_Rmax  (window = 5),dewPointC_Rmean (window = 5),dewPointC_Rmin  (window = 5),dewPointC_Rmax  (window = 5),windChillC_Rmean (window = 5),windChillC_Rmin  (window = 5),windChillC_Rmax  (window = 5),windGustKmph_Rmean (window = 5),windGustKmph_Rmin  (window = 5),windGustKmph_Rmax  (window = 5),feelsLikeC_Rmean (window = 5),feelsLikeC_Rmin  (window = 5),feelsLikeC_Rmax  (window = 5)
0.020648967541666667,0.2325520833333332,0.35026041662499985,0.5657894735312502,0.8100090579999999,0.96875,0.7755028736562491,0.3339062500000001,0.26813936780208336,0.5693108974479167,0.23671874999999995,0.28580729169791674,0.26813936780208336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.23125,0.4414062500520834,0.5855263155625007,0.7650966183645834,1.0,0.8482399427812498,0.30880208333333337,0.2471264367083333,0.5044070513854164,0.23125,0.33492476852083336,0.2471264367083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001106194739583334,0.2416666666666667,0.30539772728125,0.631578947000001,0.8088768115625008,1.0,0.8265086207812486,0.4844270833333337,0.27873563213541663,0.5705128204687497,0.2416666666666667,0.2277199074062501,0.27873563213541663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0003687315729166667,0.27838541666666666,0.20537405312500004,0.5800438594166671,0.8382397343020839,1.0,0.7623922413541672,0.41854166666666665,0.3318965516562501,0.6121794871041669,0.27838541666666666,0.17339409738541656,0.32758620689583345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001106194739583334,0.3236979166666668,0.17708333337500004,0.3991228069062504,0.8429951691562501,0.8483072916666666,0.7428160920416675,0.3611458333333331,0.3908045976250001,0.6858974356979166,0.3236979166666668,0.15024594919791665,0.3908045976250001,0.04651041666666664,0.0,0.2325520833333332,0.07005208332499997,0.0,0.35026041662499985,0.11315789470625005,0.0,0.5657894735312502,0.1620018116,0.0,0.8100090579999999,0.19375,0.0,0.96875,0.15510057473124986,0.0,0.7755028736562491,0.06678125000000003,0.0,0.3339062500000001,0.05362787356041667,0.0,0.26813936780208336,0.11386217948958335,0.0,0.5693108974479167,0.04734374999999999,0.0,0.23671874999999995,0.05716145833958335,0.0,0.28580729169791674,0.05362787356041667,0.0,0.26813936780208336
0.001106194739583334,0.3578125000000001,0.1603929926145833,0.3991228070000001,0.8069142512395834,0.771484375,0.7399425287083342,0.2808333333333333,0.4145114942291667,0.6622596151666668,0.3578125000000001,0.13621238431250002,0.4145114942291667,0.09276041666666664,0.0,0.2325520833333332,0.15833333333541666,0.0,0.4414062500520834,0.23026315781875015,0.0,0.5855263155625007,0.31502113527291664,0.0,0.8100090579999999,0.39375,0.0,1.0,0.3247485632874998,0.0,0.8482399427812498,0.1285416666666667,0.0,0.3339062500000001,0.10305316090208334,0.0,0.26813936780208336,0.2147435897666666,0.0,0.5693108974479167,0.09359375,0.0,0.23671874999999995,0.12414641204375003,0.0,0.33492476852083336,0.10305316090208334,0.0,0.26813936780208336
0.001659292114583334,0.2705729166666666,0.18027935617708327,0.4144736841250001,0.8229921497708332,0.8697916666666666,0.7596982759791663,0.3177083333333333,0.3225574712291668,0.6121794871354166,0.2705729166666666,0.14489293981249998,0.3225574712291668,0.14109374999999996,0.0,0.2416666666666667,0.21941287879166665,0.0,0.4414062500520834,0.3565789472187504,0.0,0.631578947000001,0.4767964975854168,0.0,0.8100090579999999,0.59375,0.0,1.0,0.4900502874437495,0.0,0.8482399427812498,0.22542708333333344,0.0,0.4844270833333337,0.15880028732916668,0.0,0.27873563213541663,0.3288461538604165,0.0,0.5705128204687497,0.14192708333333331,0.0,0.2416666666666667,0.16969039352500004,0.0,0.33492476852083336,0.15880028732916668,0.0,0.27873563213541663
0.0,0.2229166666666668,0.32078598487500004,0.6458333331770836,0.7380736715208335,1.0,0.8324353449791654,0.26041666666666663,0.2437140802500001,0.4507211539999995,0.2229166666666668,0.264395254625,0.2437140802500001,0.19677083333333328,0.0,0.27838541666666666,0.2604876894166667,0.0,0.4414062500520834,0.4725877191020838,0.0,0.631578947000001,0.6444444444458336,0.0,0.8382397343020839,0.79375,0.0,1.0,0.6425287357145829,0.0,0.8482399427812498,0.3091354166666668,0.0,0.4844270833333337,0.22517959766041667,0.0,0.3318965516562501,0.45128205128125,0.0,0.6121794871041669,0.19760416666666664,0.0,0.27838541666666666,0.20436921300208333,0.0,0.33492476852083336,0.22431752870833332,0.0,0.32758620689583345
0.00497787633333333,0.1854166666666668,0.3122632575937499,0.5592105262604168,0.8001207729270837,0.921875,0.8606321841770828,0.5458333333333337,0.21641522979166666,0.4839743589166666,0.1854166666666668,0.24573206007291656,0.21641522979166666,0.2615104166666667,0.23125,0.3236979166666668,0.2959043560916667,0.17708333337500004,0.4414062500520834,0.5524122804833339,0.3991228069062504,0.631578947000001,0.8130434782770836,0.7650966183645834,0.8429951691562501,0.9634114583333334,0.8483072916666666,1.0,0.7910919541229164,0.7428160920416675,0.8482399427812498,0.3813645833333333,0.30880208333333337,0.4844270833333337,0.3033405171854167,0.2471264367083333,0.3908045976250001,0.5884615384208333,0.5044070513854164,0.6858974356979166,0.26234375000000004,0.23125,0.3236979166666668,0.23441840284166665,0.15024594919791665,0.33492476852083336,0.30247844823333336,0.2471264367083333,0.3908045976250001
0.0003687315729166667,0.1838541666666668,0.3101325758020835,0.6557017541562504,0.7210144927500001,1.0,0.8448275863958319,0.33265625000000004,0.2025862068645834,0.3802083336354167,0.1838541666666668,0.2565104165937499,0.18372844833333327,0.28656250000000005,0.23125,0.3578125000000001,0.2579308712895834,0.1603929926145833,0.4414062500520834,0.5190789471770838,0.3991228069062504,0.631578947000001,0.8124245169250003,0.7650966183645834,0.8429951691562501,0.9239583333333334,0.771484375,1.0,0.7839798851333335,0.7399425287083342,0.8482399427812498,0.37075,0.2808333333333333,0.4844270833333337,0.3326149424708334,0.2471264367083333,0.4145114942291667,0.6070512819645832,0.5044070513854164,0.6858974356979166,0.2865625000000001,0.23125,0.3578125000000001,0.20449942136458332,0.13621238431250002,0.33492476852083336,0.33175287351875005,0.2471264367083333,0.4145114942291667
0.001659292114583334,0.17447916666666674,0.2785274621041666,0.6118421050000006,0.7582276569895834,1.0,0.8448275864999992,0.5269270833333336,0.2002514366875001,0.4178685899062495,0.17447916666666674,0.2296006943229168,0.18318965511458346,0.2944270833333334,0.2416666666666667,0.3578125000000001,0.20570549251458334,0.1603929926145833,0.30539772728125,0.4848684208895837,0.3991228069062504,0.631578947000001,0.8240036232062502,0.8069142512395834,0.8429951691562501,0.8979166666666668,0.771484375,1.0,0.7662715517729166,0.7399425287083342,0.8265086207812486,0.3725312500000001,0.2808333333333333,0.4844270833333337,0.3477011493750001,0.27873563213541663,0.4145114942291667,0.6286057691145833,0.5705128204687497,0.6858974356979166,0.29442708333333345,0.2416666666666667,0.3578125000000001,0.16649305562291666,0.13621238431250002,0.2277199074062501,0.3468390804229167,0.27873563213541663,0.4145114942291667
0.0009218289375000003,0.2132812499999999,0.2960464015104167,0.4868421050000005,0.7846467391770832,1.0,0.8491379313749993,0.6085937499999999,0.2332974136875,0.4947916667916664,0.2132812499999999,0.22504340277083348,0.2332974136875,0.2906770833333334,0.2229166666666668,0.3578125000000001,0.20878314403333334,0.1603929926145833,0.32078598487500004,0.4877192981250002,0.3991228069062504,0.6458333331770836,0.8098429951979169,0.7380736715208335,0.8429951691562501,0.8979166666666668,0.771484375,1.0,0.7674568966124999,0.7399425287083342,0.8324353449791654,0.3277291666666667,0.26041666666666663,0.41854166666666665,0.3406968389979168,0.2437140802500001,0.4145114942291667,0.6046474358208334,0.4507211539999995,0.6858974356979166,0.2906770833333335,0.2229166666666668,0.3578125000000001,0.17382812506666662,0.13621238431250002,0.264395254625,0.3398347700458334,0.2437140802500001,0.4145114942291667
