,tempC,windspeedKmph,cond,humidity,visibility,pressure,cloudcover,heatIndexC,dewPointC,windChillC,windGustKmph,feelsLikeC,tempC_Emean,tempC_Emin,tempC_Emax,tempC_Esum,windspeedKmph_Emean,windspeedKmph_Emin,windspeedKmph_Emax,windspeedKmph_Esum,cond_Emean,cond_Emin,cond_Emax,cond_Esum,humidity_Emean,humidity_Emin,humidity_Emax,humidity_Esum,visibility_Emean,visibility_Emin,visibility_Emax,visibility_Esum,pressure_Emean,pressure_Emin,pressure_Emax,pressure_Esum,cloudcover_Emean,cloudcover_Emin,cloudcover_Emax,cloudcover_Esum,heatIndexC_Emean,heatIndexC_Emin,heatIndexC_Emax,heatIndexC_Esum,dewPointC_Emean,dewPointC_Emin,dewPointC_Emax,dewPointC_Esum,windChillC_Emean,windChillC_Emin,windChillC_Emax,windChillC_Esum,windGustKmph_Emean,windGustKmph_Emin,windGustKmph_Emax,windGustKmph_Esum,feelsLikeC_Emean,feelsLikeC_Emin,feelsLikeC_Emax,feelsLikeC_Esum,precip
windGustKmph,-0.5510205770899936,0.9556879906700648,-0.22976208417754257,0.45974000842347457,-0.5733594351685388,-0.25815645856932606,0.48330844355592795,-0.49910451681032636,-0.11391543212501268,-0.5502932565844405,1.0,-0.4978252366625239,-0.09232436981962505,0.09709421419899968,-0.1323389174825128,-0.002222815138778695,0.11209726408991051,0.1463906421371402,0.17035572740990731,-0.00630145434517979,0.1014565011939272,0.003579276071330694,0.01930015929184032,0.0023719765923811017,0.16435098465306008,0.1295477322106183,0.0701885176052587,0.005634943906114768,-0.092747498995468,-0.037517548861643775,-0.06679961975678518,-0.0053817989433019575,-0.011585614024840495,-0.12111328400499506,-0.11385854980379084,-0.010175967144691019,0.14967771254924866,0.12489819595847464,0.04824056944556735,0.013055493746060241,-0.06200699279236135,0.11126535300650602,-0.1088502454227059,0.003007100881708974,0.026943918456057807,0.11270356449128698,-0.02716336732721892,0.010201328169787593,-0.09199156846093814,0.09777608232265134,-0.1320950103139683,-0.00222494881093273,0.14220172426924094,0.14225592900814574,0.10601981654164633,-7.913411691903231e-05,-0.061890312583749905,0.0999179014469079,-0.10883093574356524,0.0030547897773072897,0.6856157810317854
feelsLikeC,0.9366280356085904,-0.6077863538637036,0.43304737101377794,-0.2316908858806761,-0.003131620258282668,-0.4743207566318875,-0.1339630308818723,0.9999049991090124,0.7345018684434771,0.9366682121574126,-0.4978252366625239,1.0,0.6194400611920361,-0.25654153728661955,0.6848911490625486,0.2772199178403829,-0.48670880094830415,-0.3904043145771883,-0.1565206631073689,0.29679245094933515,-0.1189574163949544,-0.293841135550268,0.2994512215758702,0.251328766046864,-0.7277456762394188,-0.6471181055401845,0.06513294950835251,0.23222719238372538,0.31056767026357235,-0.14746763376280841,0.089059305535244,0.2854026651130394,-0.2613695265644997,-0.06972027255421881,0.44635478845571325,0.2988099537265144,-0.6315994828617223,-0.41069666868956134,0.16466280900243166,0.1940635006845627,0.5138158738121988,-0.3093007128976298,0.645469163386623,0.25307546880586806,0.18229362127418214,-0.32233946405819414,0.36145258393971097,0.21873902662816036,0.619354251582329,-0.2564582910275943,0.6850665805351661,0.2772340992677456,-0.5725679317801535,-0.4133298828236709,0.00574077807746632,0.26892779298242414,0.5146761428587909,-0.2527117661789413,0.6454101644595409,0.2529378968743038,-0.015864883953614902
tempC_Emean,0.4568106645112335,-0.22251050048578863,0.25887982273752447,0.264945307591329,-0.2291556185284203,-0.5106473478746524,0.15642346581689745,0.6175293735506979,0.7889185386552705,0.4566461589570129,-0.09232436981962505,0.6194400611920361,1.0,-0.3741894928524237,0.9462299235391012,0.8768806937834442,-0.8909866370212441,-0.6485166538128363,0.4961876134057936,0.8848420454720841,0.368236546064603,-0.7266530790123824,0.8710050729837943,0.8602952467245135,-0.6834277669500497,-0.8579494441439979,0.7031423315345893,0.8460692682600117,-0.17836268880057532,-0.7270634256573267,0.12488659164312932,0.8800434470660703,-0.8297743877438553,-0.735573035982213,0.6053697783826222,0.8860906484489018,-0.439635946483939,-0.5501214486363093,0.7563497889860954,0.8198920819009972,0.9791186325588415,-0.4315416332077695,0.9862753271244349,0.8617930371901281,0.7564568881402477,-0.4421656331784609,0.9062203447813576,0.8388305521841496,0.9999932936797891,-0.3739599721077088,0.9464928744212111,0.8768907338613898,-0.8801154096315381,-0.6430450343550493,0.6658641559922663,0.8687837152719762,0.9794910259629291,-0.3664446743189162,0.9862277771908933,0.8617033877024327,0.25528099199634813
tempC_Emin,-0.3015748120353106,0.14572696419544043,-0.00013943410411901673,0.2428169210639429,-0.03667103909242405,0.10286621584426144,0.07188198355083857,-0.25563142754835966,-0.10094271870773303,-0.30096567502108756,0.09709421419899968,-0.25654153728661955,-0.3741894928524237,1.0,-0.5302761440915145,-0.27963721070460384,0.6469326138604727,0.8215646553948935,-0.13322517977274076,-0.3264452891087625,0.3052528387571926,0.622790255596843,-0.4157555552442098,-0.2885378889267447,0.6058925511271938,0.6069805135475859,-0.20566817868988765,-0.29254382530756196,-0.09429032784433168,0.25189070819734477,-0.35276867497707237,-0.3073488387450507,0.11606604767645139,0.26047749508290474,-0.7239238254873599,-0.32039343677179666,0.43752909754241365,0.8593279836760178,-0.30257574892721445,-0.2755126473680514,-0.2947563336479273,0.9800518839331147,-0.42664822841141614,-0.2707883320976489,0.018212045549012543,0.9453210448292361,-0.3206397159012453,-0.26643603479027367,-0.37172105050582394,0.9997965490047585,-0.5291711992908257,-0.2796409153606647,0.6806808903201543,0.8331127770771464,-0.16749175832003307,-0.3140286180803562,-0.2924028894604091,0.9910891230571957,-0.42725489285373314,-0.2705447457939935,-0.06077990277614852
tempC_Emax,0.5915379027625638,-0.24473727831658632,0.20998275136926767,0.05730491821785467,-0.15490143934697492,-0.47698808786205876,0.0663767170598376,0.6828082773025616,0.7115572254542905,0.5914006003244178,-0.1323389174825128,0.6848911490625486,0.9462299235391012,-0.5302761440915145,1.0,0.759680426725991,-0.886223721067001,-0.7393757933092413,0.39421912127114495,0.794931539117041,0.08284069108202767,-0.7965434615194532,0.7777354786388483,0.7464524466452184,-0.8329298188387015,-0.9548722155564444,0.5543930591974646,0.7383105331207825,0.031082676708147662,-0.5826939762160268,0.19524935740192734,0.778297251680537,-0.6441010490559107,-0.6282051537992744,0.7324588931466419,0.7918154611836544,-0.6342419361302959,-0.691931863035321,0.6162031876801609,0.7004847115402049,0.8750540292931515,-0.5886375744665461,0.9679761714264067,0.740328768165403,0.5479834041642562,-0.5959535948063707,0.7654823951372515,0.7176266510654032,0.9456000155030172,-0.5303446902525684,0.9999953688546265,0.7596886211520945,-0.9144885610120514,-0.7464088377797414,0.5190640876819654,0.7725339543466077,0.8755798528764269,-0.5224133665959637,0.9680528252431637,0.7401702855227559,0.2033384899875465
tempC_Esum,0.12365223621402742,-0.09263896022379924,0.0983538718192558,0.3906785331499829,-0.1548107614037548,-0.2655149292498715,0.1175143119591022,0.2749854499132602,0.5733522330328055,0.12342704926620689,-0.002222815138778695,0.2772199178403829,0.8768806937834442,-0.27963721070460384,0.759680426725991,1.0,-0.8277229547190111,-0.5707232310544371,0.8084428171278887,0.994329937573052,0.6158888703445247,-0.7434176165189796,0.9261840706485441,0.9989239437469448,-0.3338226233305861,-0.6597603840051592,0.9167613278910901,0.9965215461216143,-0.5075928952322034,-0.8791498558407137,0.08289650907543983,0.9982502343332729,-0.9374731460277063,-0.9438286524184415,0.4419119024066642,0.9963532019666095,-0.07548009145376322,-0.4063975841965291,0.8926972948691254,0.991992513028426,0.9371164219625451,-0.3190208787406515,0.8421297354914458,0.9994651423456563,0.9113944318690966,-0.3245961543273489,0.9416954760223982,0.9970620445125059,0.8770430227430205,-0.27924078505302863,0.7599709048865596,0.9999999987166635,-0.7403219892219086,-0.5350278605502423,0.914230543014287,0.9957145953901791,0.9369687661219904,-0.27391561102594636,0.8420562233109411,0.999459295587388,0.1967904642041908
windspeedKmph_Emean,-0.37342695980615037,0.23070144175035068,-0.14596649362255018,-0.1614201353598538,0.1542077014069241,0.37468228602106834,-0.07009753962572808,-0.4842953331835599,-0.5990545469716142,-0.37295389293223724,0.11209726408991051,-0.48670880094830415,-0.8909866370212441,0.6469326138604727,-0.886223721067001,-0.8277229547190111,1.0,0.886860109196916,-0.5218896554307111,-0.8416020427601774,-0.23396617143828094,0.8505666482585402,-0.8600093751801534,-0.8249823785752489,0.6501230320513474,0.833044371150299,-0.7053191498749862,-0.8176984664027672,0.2574066547516626,0.7251691131082582,-0.26523751181391014,-0.8377255883906771,0.7352373552987675,0.7301858218336122,-0.7360467483051382,-0.8442182982675649,0.3841404680420813,0.7448970474558093,-0.7580053353388768,-0.8010239731819464,-0.8744824306953591,0.6905209505065922,-0.8890416979197439,-0.8184146438764958,-0.6398773955848623,0.693512071237318,-0.8646856440171737,-0.805541493126721,-0.8897704885701333,0.6475990209231257,-0.8856150493006758,-0.8277296284993771,0.9821313109758416,0.8757698323617181,-0.6550816160302293,-0.831199990698471,-0.8736164405610917,0.6389463402059055,-0.889244366353204,-0.8182728393420114,-0.20103813013204652
windspeedKmph_Emin,-0.36801437608322385,0.23706794136397377,-0.04377884493101422,0.07079291821601474,0.04123751641732259,0.20029500742355463,0.04372121201711656,-0.3878280094956647,-0.3436891531867632,-0.36721679160110293,0.1463906421371402,-0.3904043145771883,-0.6485166538128363,0.8215646553948935,-0.7393757933092413,-0.5707232310544371,0.886860109196916,1.0,-0.35685035901453355,-0.6077360997219007,0.0740651494347104,0.8046080053235496,-0.6815793849350779,-0.5770298571122474,0.651652390020937,0.753426436896222,-0.5009751796298179,-0.5777435035712658,0.09313928350830682,0.5401009796333758,-0.4358578033807982,-0.5926391552063592,0.4324870454148053,0.5299774456459159,-0.8165632229860308,-0.6030966870530828,0.4209382251790327,0.88069366034467,-0.5747857294408879,-0.5643392819697799,-0.5978778949544379,0.8743257408910882,-0.6711217395390792,-0.5621954343321953,-0.3094872055631704,0.8840737326536641,-0.613963619291365,-0.5558148633486584,-0.6462029158506719,0.8245455441175622,-0.7380650750264331,-0.5707268033196665,0.8940785915846743,0.9946425096346261,-0.4518306164005026,-0.5975828393007827,-0.5965460372360866,0.8207066188957656,-0.6713799539812831,-0.5619924106842948,-0.11730330219069675
windspeedKmph_Emax,-0.19954566879984437,0.17002222220241578,-0.16187108450248838,0.2814667874755076,0.0011404058906090617,0.07778315453515972,-0.012147410663736254,-0.15890296810209548,0.11564299421945569,-0.1996737913021193,0.17035572740990731,-0.1565206631073689,0.4961876134057936,-0.13322517977274076,0.39421912127114495,0.8084428171278887,-0.5218896554307111,-0.35685035901453355,1.0,0.8084397327762485,0.5514937184611259,-0.6744331839919518,0.6720029175421705,0.8241435541606121,0.03976337212441827,-0.3245329030440738,0.8182436545709437,0.8399147344886976,-0.5750512302957215,-0.7061023055847256,0.06565373319680869,0.8117963050548578,-0.7041609781811351,-0.9332110009733975,0.20917046281062412,0.8060031146166302,0.19729398932894235,-0.1927691782069242,0.6987833112222985,0.8479371045959064,0.5967413231232078,-0.15279452795052287,0.4683617198693269,0.8204399390506264,0.7312316422721363,-0.15432977933067338,0.6524602030942878,0.8407109209418477,0.49625488890447933,-0.13360023721101405,0.394335253285558,0.8084386627077482,-0.40348752591683584,-0.3109131094455953,0.9050031451838609,0.8230953596385554,0.59649228911538,-0.13275252364876275,0.468299737161755,0.8204973874483773,0.06614119638625063
windspeedKmph_Esum,0.1631558558459284,-0.09209712055958229,0.07755373714337947,0.3366995958143461,-0.1373814063430939,-0.2513833969013519,0.09178974104548805,0.2943262994332492,0.5583259412496848,0.1629243835794935,-0.00630145434517979,0.29679245094933515,0.8848420454720841,-0.3264452891087625,0.794931539117041,0.994329937573052,-0.8416020427601774,-0.6077360997219007,0.8084397327762485,1.0,0.5381795667723338,-0.7913145259573076,0.9309015312629949,0.994339487799046,-0.39470597329291396,-0.7108651042525037,0.897716117511062,0.9945753279171783,-0.4430065612972787,-0.8607053288724636,0.09892742686758083,0.9985321583471378,-0.902338680558017,-0.9426593950436036,0.500650927751633,0.9992765492454436,-0.1476476414929812,-0.4608360138552334,0.875699394578718,0.9852734284269212,0.929283564669057,-0.3700086823770804,0.8569814108275875,0.9921498761682488,0.8686211523508812,-0.37615188020129536,0.9227473905353171,0.9900894019514117,0.8848614271316797,-0.3260289606503235,0.795183044605105,0.99432975005851,-0.7634074849352773,-0.5750953089233753,0.9006524686530881,0.9991430650748608,0.9293197953611071,-0.32012297543529117,0.8569335098129118,0.9921224113245385,0.1886559036061883
cond_Emean,-0.3471218541088126,0.033602877085999364,0.1613023424171724,0.6868272850599959,-0.21005451939666342,-0.14870862703434357,0.28353309931667675,-0.11844438115345048,0.36591602101397397,-0.34712303929272703,0.1014565011939272,-0.1189574163949544,0.368236546064603,0.3052528387571926,0.08284069108202767,0.6158888703445247,-0.23396617143828094,0.0740651494347104,0.5514937184611259,0.5381795667723338,1.0,-0.0061833268848949146,0.5067883262510621,0.6102368132511912,0.3748379389396034,0.08595120588382472,0.707352302332878,0.5955582517824004,-0.7822594617170026,-0.6739149496305136,-0.12008997792809312,0.5726094589115613,-0.785472489704214,-0.5978183460868577,-0.2731915998222034,0.550728559120787,0.6055225356559486,0.29432237866323724,0.6659222318507242,0.6334667961468405,0.5350122180014338,0.31305603491800854,0.2887594595591422,0.6301382811703018,0.8446645330952095,0.31519098400572804,0.6357571872743791,0.6328122048846613,0.36976637054822387,0.3054581738674634,0.08350002475605144,0.61588743686869,-0.09013677621539587,0.12427824611684779,0.6996026987818317,0.5596775423814392,0.5339899978764725,0.29970085245944933,0.28830474573190956,0.6303325949683442,0.17618619435685784
cond_Emin,-0.3010717195203378,0.04167519884377974,0.0930250948635757,0.04752175946324267,0.0074362893404626195,0.1347747311532883,0.10680938972008827,-0.29076854574666766,-0.3039815415302209,-0.3005661358116333,0.003579276071330694,-0.293841135550268,-0.7266530790123824,0.622790255596843,-0.7965434615194532,-0.7434176165189796,0.8505666482585402,0.8046080053235496,-0.6744331839919518,-0.7913145259573076,-0.0061833268848949146,1.0,-0.7279560579005031,-0.7537984692701014,0.6073573244388828,0.8088062913705049,-0.6158204681838938,-0.7651253099128839,0.10614246401359657,0.5776466131248267,-0.2763509826010409,-0.7738376950046262,0.532045860355799,0.751326096722715,-0.7614790247396376,-0.7857785088789779,0.45784476612632624,0.7197556196482632,-0.5990299886873496,-0.739389158075355,-0.6911238116138896,0.6695206383240343,-0.7418960629278232,-0.7370051198229399,-0.4605217230985544,0.6692643599454723,-0.6594705722689707,-0.738645467622547,-0.7252596983000844,0.6238847344845683,-0.7959978918320494,-0.7434204874284345,0.8385548848486439,0.795056181287118,-0.6380553834683242,-0.782305051784782,-0.6913116150877712,0.6173847470518936,-0.7422629319075227,-0.7368549348710631,-0.0934576840371011
