,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,cond,precipMM,humidity,visibility,pressure,cloudcover,heatIndexC,heatIndexF,dewPointC,dewPointF,windChillC,windChillF,windGustMiles,windGustKmph,feelsLikeC,feelsLikeF
2017-01-01,0.34244791666666646,0.34092261904761884,0.4008333333333333,0.3821614583333334,0.16741280430711622,0.5567434210526307,0.0010869565217391309,0.6282986111111111,0.44444444444444353,0.6647727272727263,0.38973958333333303,0.24845679012345676,0.24113475177304958,0.506944444444445,0.5012400793650792,0.34244791666666646,0.34092261904761884,0.28554687500000003,0.28906250000000017,0.32361111111111124,0.32704402515723263
2017-01-02,0.3450520833333333,0.3479166666666666,0.29812499999999986,0.27968750000000014,0.1524900514981273,0.46162280701754344,0.0,0.5920138888888891,0.44444444444444353,0.6280776515151518,0.2701562499999998,0.254050925925926,0.24490248226950365,0.4791666666666667,0.47023809523809484,0.3450520833333333,0.3479166666666666,0.2162760416666669,0.2200915404040403,0.32864583333333347,0.3303852201257861
2017-01-03,0.34583333333333327,0.3523809523809521,0.3416666666666668,0.31731770833333345,0.17025105337078658,0.5734649122807011,0.0,0.5947048611111111,0.44444444444444353,0.6174242424242428,0.26052083333333315,0.25617283950617276,0.24379432624113484,0.47916666666666674,0.4821428571428567,0.34583333333333327,0.3523809523809521,0.2516927083333334,0.2539457070707068,0.3305555555555555,0.32940251572327045
2017-01-04,0.3354166666666667,0.33571428571428547,0.3427083333333334,0.31940104166666666,0.18134070692883866,0.5471491228070168,0.0,0.6292534722222222,0.44444444444444353,0.5769412878787884,0.32640625,0.24691358024691354,0.2375886524822696,0.4861111111111111,0.5027281746031755,0.3354166666666667,0.33571428571428547,0.25065104166666663,0.2529198232323231,0.3222222222222222,0.3238993710691824
2017-01-05,0.3304687499999999,0.3352678571428569,0.29437500000000005,0.2652343750000001,0.19159644194756542,0.32346491228070173,0.0,0.6641493055555555,0.44444444444444353,0.5606060606060609,0.4880729166666669,0.2540509259259259,0.24434840425531915,0.5277777777777776,0.5369543650793656,0.3304687499999999,0.3352678571428569,0.21210937500000018,0.21543560606060597,0.32864583333333336,0.32989386792452835
2017-01-06,0.3221354166666666,0.32529761904761884,0.2633333333333333,0.23750000000000004,0.19889688670411998,0.5668859649122798,0.0,0.6493923611111111,0.44444444444444353,0.5485321969696969,0.13661458333333337,0.2401620370370369,0.2253989361702126,0.49175347222222254,0.4873511904761901,0.3221354166666666,0.32529761904761884,0.1812499999999999,0.18836805555555577,0.31614583333333324,0.3130896226415096
2017-01-07,0.3669270833333331,0.36651785714285706,0.22166666666666668,0.1996093750000001,0.190908824906367,0.4528508771929822,0.0,0.6326388888888889,0.44444444444444353,0.5144412878787877,0.06760416666666667,0.28163580246913567,0.27626329787234055,0.5212673611111113,0.5235615079365078,0.3669270833333331,0.36651785714285706,0.14570312499999996,0.15222537878787876,0.3534722222222222,0.35819575471698123
2017-01-08,0.3734374999999998,0.38125000000000014,0.18333333333333332,0.15664062499999995,0.1525778323970037,0.31140350877192985,0.0,0.6341145833333335,0.44444444444444353,0.4727746212121208,0.19630208333333332,0.295138888888889,0.29033687943262426,0.535590277777778,0.5386904761904764,0.3734374999999998,0.38125000000000014,0.11223958333333332,0.11916035353535354,0.3656250000000003,0.37067610062893075
2017-01-09,0.3270833333333334,0.3352678571428571,0.2585416666666668,0.2359374999999999,0.11772881554307117,0.6181469298245611,0.0008303140096618356,0.6024305555555557,0.44444444444444353,0.47419507575757563,0.23869791666666665,0.2293595679012346,0.21863918439716323,0.44661458333333304,0.44171626984127005,0.3270833333333334,0.3352678571428571,0.1821614583333333,0.18813131313131312,0.3064236111111111,0.30709512578616355
2017-01-10,0.27578125000000014,0.2718749999999999,0.2889583333333335,0.26432291666666696,0.16789559925093636,0.47368421052631565,0.1291213768115942,0.8697916666666673,0.318576388888889,0.5279356060606067,0.8211979166666669,0.2366898148148149,0.2285017730496455,0.6588541666666671,0.6696428571428571,0.27578125000000014,0.2718749999999999,0.23164062500000024,0.23595328282828268,0.31302083333333336,0.3158411949685534
2017-01-11,0.25338541666666664,0.2483630952380952,0.3233333333333336,0.29440104166666653,0.20166198501872645,0.48711622807017574,0.019489734299516906,0.8793402777777793,0.3550347222222224,0.5598958333333335,0.7579687499999995,0.19135802469135807,0.1831781914893618,0.6284722222222224,0.636160714285714,0.25338541666666664,0.2483630952380952,0.2701822916666667,0.2681502525252526,0.2722222222222224,0.27564858490566035
2017-01-12,0.3216145833333333,0.32425595238095223,0.276875,0.25664062499999996,0.22545060861423216,0.6195175438596475,0.001283212560386474,0.7750000000000002,0.44444444444444353,0.5246212121212123,0.5261979166666667,0.2752700617283951,0.26662234042553196,0.6471354166666665,0.6495535714285712,0.3216145833333333,0.32425595238095223,0.20481770833333338,0.20880681818181812,0.3477430555555554,0.34964622641509435
2017-01-13,0.3505208333333334,0.35148809523809527,0.17666666666666667,0.14999999999999994,0.19471266385767794,0.535087719298245,0.0,0.7416666666666664,0.44444444444444353,0.4803503787878785,0.2598958333333334,0.29301697530864207,0.285904255319149,0.6085069444444443,0.6187996031746031,0.3505208333333334,0.35148809523809527,0.11289062500000009,0.1220801767676767,0.36371527777777785,0.366745283018868
2017-01-14,0.31744791666666666,0.3206845238095237,0.19062499999999993,0.16601562500000003,0.16672518726591765,0.4802631578947361,0.0,0.6788194444444442,0.44444444444444353,0.5222537878787884,0.4126041666666668,0.23823302469135801,0.23082890070921988,0.5138888888888887,0.516617063492064,0.31744791666666666,0.3206845238095237,0.13580729166666664,0.13683712121212113,0.31440972222222224,0.3179048742138365
2017-01-15,0.3171875,0.313690476190476,0.24020833333333347,0.2179687499999999,0.14971032303370788,0.40460526315789447,0.0036231884057971015,0.6966145833333335,0.44444444444444353,0.5757575757575764,0.4156249999999999,0.25405092592592576,0.2449024822695035,0.5611979166666669,0.5699404761904764,0.3171875,0.313690476190476,0.173828125,0.1786616161616161,0.32864583333333336,0.33038522012578614
2017-01-16,0.2695312499999997,0.2751488095238094,0.3822916666666667,0.36289062499999997,0.1871488764044943,0.5800438596491219,0.0003623188405797101,0.6500000000000002,0.44444444444444353,0.624526515151515,0.33255208333333325,0.18672839506172823,0.17553191489361694,0.4327256944444445,0.4469246031746035,0.2695312499999997,0.2751488095238094,0.2903645833333335,0.29490214646464624,0.2680555555555557,0.268867924528302
2017-01-17,0.2716145833333334,0.271875,0.42395833333333316,0.3986979166666668,0.20899169007490614,0.299342105263158,0.0014492753623188406,0.6546006944444445,0.44444444444444353,0.7123579545454543,0.5728645833333333,0.1811342592592593,0.16821808510638284,0.42838541666666646,0.4293154761904763,0.2716145833333334,0.271875,0.31106770833333325,0.31139520202020216,0.2630208333333334,0.2623820754716981
2017-01-18,0.2742187499999998,0.26860119047619035,0.4058333333333335,0.37747395833333336,0.1894458099250936,0.4100877192982455,0.0,0.5834201388888889,0.44444444444444353,0.782196969696969,0.15296875000000004,0.1630015432098765,0.15093085106382984,0.34027777777777746,0.337301587301587,0.2742187499999998,0.26860119047619035,0.3022135416666666,0.2994791666666667,0.24670138888888904,0.2470518867924528
2017-01-19,0.3020833333333333,0.31071428571428544,0.24937499999999999,0.22773437499999996,0.19477118445692884,0.451754385964912,0.0,0.6371527777777778,0.44444444444444353,0.739109848484849,0.1342708333333332,0.22125771604938252,0.2086657801418438,0.4735243055555555,0.459821428571428,0.3020833333333333,0.31071428571428544,0.17148437499999994,0.17566287878787878,0.2991319444444443,0.298250786163522
2017-01-20,0.3111979166666666,0.31354166666666655,0.26125000000000004,0.23763020833333334,0.1767322097378277,0.4100877192982455,0.0,0.6083333333333334,0.44444444444444353,0.7140151515151513,0.10135416666666679,0.20524691358024683,0.19946808510638284,0.4175347222222224,0.4231150793650789,0.3111979166666666,0.31354166666666655,0.18281250000000013,0.18615845959595959,0.2847222222222221,0.2900943396226415
2017-01-21,0.3083333333333333,0.304315476190476,0.31541666666666673,0.28906250000000006,0.17892673220973768,0.4100877192982455,0.0,0.565625,0.44444444444444353,0.7552083333333327,0.10776041666666673,0.20216049382716048,0.1870567375886523,0.38324652777777785,0.3678075396825391,0.3083333333333333,0.304315476190476,0.23072916666666657,0.23216540404040406,0.2819444444444444,0.27908805031446543
2017-01-22,0.35000000000000003,0.34851190476190474,0.22833333333333336,0.20559895833333316,0.14849602059925102,0.4484649122807017,0.0005283816425120774,0.6317708333333333,0.44444444444444353,0.7561553030303036,0.32859374999999996,0.26601080246913583,0.25775709219858184,0.5047743055555557,0.5114087301587306,0.35000000000000003,0.34851190476190474,0.16184895833333338,0.16398358585858594,0.3394097222222224,0.34178459119496846
2017-01-23,0.3424479166666666,0.3456845238095236,0.29416666666666663,0.2727864583333335,0.19531250000000008,0.621984649122807,0.0045440821256038655,0.683940972222222,0.43981481481481416,0.7355587121212114,0.5211458333333335,0.2752700617283949,0.26750886524822687,0.5729166666666675,0.5912698412698417,0.3424479166666666,0.34568452380952364,0.2080729166666668,0.21180555555555533,0.34774305555555535,0.35043238993710707
2017-01-24,0.2992187499999999,0.3062499999999999,0.38000000000000017,0.3608072916666667,0.22880091292134863,0.5487938596491219,0.014130434782608696,0.725260416666667,0.41898148148148096,0.7942708333333329,0.46968750000000004,0.23553240740740758,0.21742021276595772,0.565972222222223,0.5627480158730158,0.2992187499999999,0.3062499999999999,0.28723958333333327,0.28922032828282823,0.31197916666666675,0.3060141509433961
2017-01-25,0.25885416666666666,0.2641369047619047,0.3881250000000001,0.36093750000000013,0.2333801498127341,0.6315789473684198,0.002173913043478261,0.6637152777777781,0.439814814814814,0.8049242424242418,0.4728645833333333,0.17264660493827147,0.15824468085106372,0.417534722222223,0.41840277777777773,0.25885416666666666,0.2641369047619047,0.29401041666666666,0.29577020202020193,0.25538194444444456,0.2535377358490569
2017-01-26,0.2473958333333333,0.25565476190476183,0.2689583333333332,0.24622395833333346,0.1952686095505617,0.5035635964912273,0.006159420289855069,0.7085069444444443,0.43981481481481416,0.7201704545454545,0.5024479166666669,0.17245370370370372,0.16112588652482265,0.45616319444444436,0.4657738095238099,0.2473958333333333,0.25565476190476183,0.1927083333333334,0.19823232323232343,0.25520833333333337,0.2560927672955975
2017-01-27,0.26380208333333316,0.26383928571428555,0.3199999999999999,0.30208333333333354,0.18877282303370793,0.49780701754385914,0.0,0.6043402777777778,0.44444444444444353,0.7026515151515147,0.26937499999999986,0.16454475308641975,0.1482712765957447,0.3459201388888884,0.3457341269841267,0.26380208333333316,0.26383928571428555,0.24166666666666678,0.24266098484848464,0.24809027777777795,0.24469339622641517
2017-01-28,0.2541666666666666,0.25476190476190474,0.35500000000000004,0.3291666666666666,0.1768053604868914,0.24342105263157887,0.0025362318840579713,0.6256944444444444,0.43981481481481416,0.667850378787878,0.46932291666666676,0.1651234567901234,0.14660904255319154,0.3715277777777782,0.3749999999999998,0.2541666666666666,0.25476190476190474,0.2618489583333334,0.2647569444444444,0.2486111111111112,0.24321933962264156
2017-01-29,0.28203125000000007,0.2866071428571428,0.26208333333333333,0.23906249999999987,0.12148876404494381,0.5019188596491234,0.007201086956521739,0.6991319444444443,0.44444444444444353,0.6356534090909091,0.6299479166666668,0.20794753086419762,0.1972517730496455,0.4900173611111113,0.4965277777777781,0.28203125000000007,0.2866071428571428,0.1848958333333334,0.1864741161616161,0.28715277777777765,0.2881289308176101
2017-01-30,0.3132812499999999,0.3104166666666665,0.16000000000000011,0.13541666666666669,0.24280196629213532,0.600054824561402,0.028668478260869573,0.8344618055555554,0.40277777777777724,0.5553977272727273,0.6331770833333331,0.28761574074074064,0.2808067375886525,0.6818576388888897,0.691220238095238,0.3132812499999999,0.3104166666666665,0.10794270833333318,0.11489898989898979,0.3588541666666667,0.36222484276729566
2017-01-31,0.37838541666666675,0.37931547619047623,0.23604166666666673,0.21210937499999996,0.19285463483146062,0.6644736842105246,0.0,0.6721354166666668,0.44444444444444353,0.5291193181818188,0.33156250000000004,0.312692901234568,0.31017287234042573,0.5876736111111119,0.5949900793650796,0.37838541666666675,0.37931547619047623,0.165625,0.16958648989898992,0.3814236111111111,0.3882665094339623
2017-02-01,0.40911458333333334,0.41190476190476194,0.21062499999999995,0.1882812500000001,0.19681940543071175,0.6425438596491226,0.0057971014492753615,0.6355902777777777,0.4305555555555552,0.6067708333333336,0.29890625000000004,0.34876543209876526,0.34219858156028343,0.5868055555555559,0.5932539682539686,0.40911458333333334,0.41190476190476194,0.15078125,0.15853851010101003,0.413888888888889,0.41666666666666674
2017-02-02,0.30963541666666666,0.3078869047619046,0.23479166666666662,0.21562499999999987,0.18590531367041205,0.6107456140350878,0.02847222222222222,0.7779513888888893,0.40104166666666646,0.633285984848485,0.5993229166666666,0.24537037037037035,0.24024822695035464,0.6158854166666664,0.6237599206349205,0.30963541666666666,0.3078869047619046,0.16132812500000007,0.16879734848484843,0.32083333333333336,0.32625786163522014
2017-02-03,0.26380208333333316,0.2681547619047618,0.40583333333333343,0.38619791666666675,0.20104751872659155,0.4473684210526312,0.007397342995169078,0.6715277777777778,0.4322916666666658,0.624289772727273,0.3076562499999997,0.17168209876543197,0.16300975177304974,0.43359375000000006,0.4394841269841263,0.26380208333333316,0.2681547619047618,0.31861979166666654,0.32118055555555536,0.254513888888889,0.2577633647798743
2017-02-04,0.2770833333333331,0.279315476190476,0.25270833333333326,0.23111979166666663,0.19456636235955052,0.44627192982456115,0.0,0.6269097222222223,0.44444444444444353,0.5610795454545455,0.14734375000000002,0.1867283950617283,0.17431294326241129,0.39583333333333415,0.40079365079365054,0.2770833333333331,0.279315476190476,0.18216145833333322,0.18694760101010102,0.26805555555555566,0.2677869496855347
2017-02-05,0.37578125,0.3782738095238096,0.15000000000000005,0.12499999999999996,0.2025836844569288,0.5307017543859651,0.0,0.580642361111111,0.44444444444444353,0.4493371212121209,0.3052083333333333,0.2993827160493826,0.29321808510638303,0.4409722222222224,0.4543650793650797,0.37578125,0.3782738095238096,0.09895833333333327,0.10479797979797979,0.3694444444444444,0.3732311320754716
2017-02-06,0.3013020833333333,0.30119047619047606,0.2429166666666667,0.22239583333333338,0.2094744850187266,0.5142543859649115,0.0025362318840579713,0.6309895833333333,0.44444444444444353,0.4540719696969693,0.46291666666666625,0.21450617283950602,0.20534131205673753,0.4444444444444445,0.44890873015873045,0.3013020833333333,0.30119047619047606,0.17825520833333341,0.18071338383838376,0.2930555555555556,0.2953026729559749
2017-02-07,0.2916666666666665,0.2892857142857141,0.30479166666666685,0.28242187500000004,0.17493270131086117,0.4100877192982455,0.0,0.5719618055555554,0.44444444444444353,0.5284090909090912,0.13442708333333334,0.18209876543209869,0.1684397163120568,0.35894097222222227,0.3454861111111109,0.2916666666666665,0.2892857142857141,0.21575520833333353,0.21969696969696959,0.2638888888888889,0.2625786163522013
2017-02-08,0.37656249999999997,0.37708333333333327,0.17729166666666674,0.15351562500000002,0.17791725187265914,0.49999999999999917,0.0007246376811594204,0.6171006944444443,0.43981481481481405,0.5321969696969698,0.3409375000000001,0.2934027777777776,0.28479609929078015,0.4583333333333328,0.4662698412698416,0.37656249999999997,0.37708333333333327,0.11914062499999994,0.12863005050505058,0.36406249999999996,0.3657625786163523
2017-02-09,0.37343750000000003,0.37366071428571423,0.19687500000000005,0.17174479166666676,0.2119469803370787,0.540570175438596,0.0003623188405797101,0.592013888888889,0.44444444444444353,0.5291193181818181,0.2701041666666666,0.2899305555555555,0.28047429078014185,0.45355902777777773,0.4588293650793655,0.37135416666666665,0.37366071428571423,0.13841145833333335,0.14685921717171704,0.3609375000000001,0.3619300314465408
2017-02-10,0.2999999999999998,0.3031249999999999,0.295625,0.27330729166666673,0.1987944756554306,0.535087719298245,0.0007246376811594204,0.5281249999999997,0.44444444444444353,0.6245265151515154,0.2872916666666666,0.19135802469135788,0.17907801418439695,0.3181423611111109,0.3000992063492061,0.2999999999999998,0.3031249999999999,0.21914062499999995,0.22395833333333334,0.2722222222222223,0.27201257861635236
2017-02-11,0.21380208333333348,0.2126488095238095,0.41562499999999974,0.39348958333333334,0.1938641151685394,0.4989035087719293,0.0,0.5558159722222223,0.44444444444444353,0.777462121212121,0.23000000000000007,0.11361882716049372,0.09984485815602835,0.22092013888888928,0.21676587301587283,0.21380208333333348,0.2126488095238095,0.3111979166666667,0.3100536616161615,0.20225694444444445,0.20174921383647781
2017-02-12,0.21536458333333322,0.2211309523809524,0.3810416666666669,0.3544270833333332,0.207426264044944,0.455043859649122,0.0007246376811594204,0.5794270833333334,0.44444444444444353,0.8662405303030303,0.43369791666666635,0.12403549382716045,0.11026152482269502,0.2686631944444446,0.2562003968253967,0.21536458333333322,0.2211309523809524,0.2675781250000003,0.2709122474747475,0.21163194444444458,0.2109866352201258
2017-02-13,0.1763020833333334,0.17886904761904757,0.38333333333333336,0.3635416666666666,0.18987008426966293,0.4342105263157889,0.004347826086956522,0.6101562499999996,0.44444444444444353,0.9237689393939386,0.6720312500000002,0.08892746913580239,0.0732491134751773,0.22786458333333323,0.22073412698412684,0.1763020833333334,0.17886904761904757,0.27916666666666684,0.2796717171717171,0.18003472222222203,0.17816430817610082
2017-02-14,0.17421874999999998,0.1662202380952381,0.465625,0.4434895833333335,0.16100479868913853,0.5734649122807011,0.0,0.5110243055555558,0.44444444444444353,0.9678030303030299,0.2466145833333333,0.08179012345679014,0.06261081560283684,0.08897569444444436,0.07589285714285705,0.17421874999999998,0.1662202380952381,0.34557291666666673,0.34753787878787884,0.16111111111111093,0.15615172955974854
2017-02-15,0.17291666666666664,0.1726190476190476,0.41312499999999996,0.3886718749999997,0.16447214419475656,0.451754385964912,0.0,0.509375,0.44444444444444353,0.9019886363636359,0.1165104166666666,0.08796296296296287,0.0673758865248227,0.09505208333333325,0.09002976190476182,0.17291666666666664,0.1726190476190476,0.2998697916666668,0.3018465909090908,0.17500000000000002,0.1690251572327043
2017-02-16,0.2236979166666666,0.21875000000000003,0.3127083333333332,0.2891927083333334,0.16965121722846435,0.48793859649122767,0.0,0.5795138888888888,0.44444444444444353,0.8148674242424235,0.1803125000000001,0.12808641975308635,0.1141400709219857,0.25260416666666635,0.2482638888888888,0.2236979166666666,0.21875000000000003,0.22421875,0.22758838383838384,0.20277777777777783,0.19948899371069206
