datetime,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,cond,precipMM,humidity,visibility,pressure,cloudcover,heatIndexC,heatIndexF,dewPointC,dewPointF,windChillC,windChillF,windGustMiles,windGustKmph,feelsLikeC,feelsLikeF
2016-01-01 00:00:00,0.21052631578947367,0.2,0.3478260869565217,0.3055555555555556,0.16091954022988506,0.631578947368421,0.012875536480686695,0.7704918032786885,1.0,0.84,0.32,0.12,0.1111111111111111,0.3636363636363637,0.3684210526315789,0.21052631578947367,0.2,0.275,0.2923076923076923,0.21428571428571427,0.21568627450980396
2016-01-01 01:00:00,0.15789473684210525,0.2,0.3478260869565217,0.3333333333333333,0.16666666666666666,0.631578947368421,0.02145922746781116,0.8032786885245902,1.0,0.84,0.35,0.12,0.1111111111111111,0.3636363636363637,0.42105263157894735,0.15789473684210525,0.2,0.3,0.2923076923076923,0.21428571428571427,0.21568627450980396
2016-01-01 02:00:00,0.15789473684210525,0.2,0.3478260869565217,0.3333333333333333,0.1752873563218391,0.3157894736842105,0.02575107296137339,0.8360655737704918,1.0,0.84,0.38,0.12,0.1111111111111111,0.3636363636363637,0.42105263157894735,0.15789473684210525,0.2,0.3,0.3076923076923077,0.21428571428571427,0.21568627450980396
2016-01-01 03:00:00,0.15789473684210525,0.17142857142857146,0.3478260869565217,0.3333333333333333,0.1810344827586207,0.3157894736842105,0.03004291845493562,0.8524590163934426,1.0,0.84,0.41,0.12,0.1111111111111111,0.4545454545454545,0.4736842105263158,0.15789473684210525,0.17142857142857146,0.3,0.3230769230769231,0.21428571428571427,0.21568627450980396
2016-01-01 04:00:00,0.15789473684210525,0.2,0.3478260869565217,0.3333333333333333,0.1839080459770115,0.3157894736842105,0.02145922746781116,0.8524590163934426,1.0,0.84,0.39,0.12,0.13333333333333333,0.4545454545454545,0.4736842105263158,0.15789473684210525,0.2,0.3,0.3076923076923077,0.21428571428571427,0.2352941176470588
2016-01-01 05:00:00,0.21052631578947367,0.2,0.3478260869565217,0.3333333333333333,0.1867816091954023,0.8421052631578947,0.012875536480686695,0.8360655737704918,0.8571428571428571,0.84,0.38,0.12,0.13333333333333333,0.4545454545454545,0.4736842105263158,0.21052631578947367,0.2,0.275,0.2923076923076923,0.21428571428571427,0.2352941176470588
2016-01-01 06:00:00,0.21052631578947367,0.22857142857142854,0.3478260869565217,0.3333333333333333,0.1867816091954023,0.8421052631578947,0.004291845493562232,0.819672131147541,0.8571428571428571,0.84,0.36,0.16,0.15555555555555556,0.4545454545454545,0.4736842105263158,0.21052631578947367,0.22857142857142854,0.275,0.2769230769230769,0.25,0.2549019607843137
2016-01-01 07:00:00,0.2631578947368421,0.2571428571428571,0.39130434782608703,0.3611111111111111,0.1896551724137931,0.8421052631578947,0.004291845493562232,0.7704918032786885,1.0,0.84,0.38,0.2,0.2,0.4545454545454545,0.4736842105263158,0.2631578947368421,0.2571428571428571,0.275,0.2769230769230769,0.2857142857142857,0.29411764705882354
2016-01-01 08:00:00,0.3157894736842105,0.3142857142857143,0.43478260869565216,0.4166666666666667,0.1896551724137931,0.631578947368421,0.004291845493562232,0.7213114754098361,1.0,0.88,0.4,0.24,0.24444444444444444,0.4545454545454545,0.5263157894736842,0.3157894736842105,0.3142857142857143,0.275,0.2769230769230769,0.32142857142857145,0.3333333333333333
2016-01-01 09:00:00,0.3157894736842105,0.3428571428571429,0.4782608695652174,0.4444444444444444,0.1925287356321839,0.631578947368421,0.0,0.6885245901639344,1.0,0.88,0.42,0.28,0.2888888888888889,0.4545454545454545,0.5263157894736842,0.3157894736842105,0.3428571428571429,0.275,0.2923076923076923,0.35714285714285715,0.3725490196078432
2016-01-01 10:00:00,0.3684210526315789,0.37142857142857133,0.5217391304347826,0.5,0.1925287356321839,0.631578947368421,0.004291845493562232,0.6229508196721312,1.0,0.88,0.42,0.32,0.3111111111111111,0.4545454545454545,0.5263157894736842,0.3684210526315789,0.37142857142857133,0.325,0.3230769230769231,0.3928571428571429,0.392156862745098
2016-01-01 11:00:00,0.42105263157894735,0.42857142857142855,0.5652173913043478,0.5555555555555556,0.1896551724137931,0.631578947368421,0.004291845493562232,0.5573770491803278,1.0,0.88,0.42,0.36,0.3555555555555556,0.4545454545454545,0.4736842105263158,0.42105263157894735,0.42857142857142855,0.35,0.3538461538461539,0.42857142857142855,0.4313725490196079
2016-01-01 12:00:00,0.4736842105263158,0.4571428571428571,0.6086956521739131,0.6111111111111112,0.1896551724137931,0.631578947368421,0.004291845493562232,0.4918032786885246,1.0,0.88,0.42,0.4,0.37777777777777777,0.4545454545454545,0.4736842105263158,0.4736842105263158,0.4571428571428571,0.375,0.38461538461538464,0.4642857142857143,0.4509803921568628
2016-01-01 13:00:00,0.42105263157894735,0.4571428571428571,0.6086956521739131,0.5833333333333334,0.1925287356321839,0.631578947368421,0.004291845493562232,0.5081967213114754,1.0,0.84,0.42,0.36,0.37777777777777777,0.4545454545454545,0.4736842105263158,0.42105263157894735,0.4571428571428571,0.375,0.38461538461538464,0.42857142857142855,0.4509803921568628
2016-01-01 14:00:00,0.42105263157894735,0.42857142857142855,0.5652173913043478,0.5833333333333334,0.1925287356321839,0.8421052631578947,0.004291845493562232,0.5245901639344263,1.0,0.84,0.42,0.36,0.37777777777777777,0.4545454545454545,0.4736842105263158,0.42105263157894735,0.42857142857142855,0.35,0.3692307692307693,0.42857142857142855,0.4509803921568628
2016-01-01 15:00:00,0.42105263157894735,0.42857142857142855,0.5652173913043478,0.5555555555555556,0.1925287356321839,0.8421052631578947,0.004291845493562232,0.5409836065573771,1.0,0.84,0.42,0.36,0.3555555555555556,0.4545454545454545,0.4736842105263158,0.42105263157894735,0.42857142857142855,0.35,0.3538461538461539,0.42857142857142855,0.4313725490196079
