,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,cond,precipMM,humidity,visibility,pressure,cloudcover,heatIndexC,heatIndexF,dewPointC,dewPointF,windChillC,windChillF,windGustMiles,windGustKmph,feelsLikeC,feelsLikeF
2016-01-01,0.2842653508771929,0.2964285714285713,0.41961050724637644,0.40234375,0.18712583812260528,0.6447368421052623,0.006594241773962797,0.7054303278688524,0.9880952380952381,0.8556250000000003,0.41786458333333326,0.2266666666666667,0.22592592592592595,0.42803030303030304,0.46573464912280643,0.2842653508771929,0.2964285714285713,0.2944010416666668,0.301201923076923,0.3095238095238095,0.3169934640522874
2016-01-02,0.30263157894736836,0.30952380952380926,0.34216485507246386,0.3223379629629628,0.1921994731800767,0.43530701754385936,0.0,0.6815232240437159,1.0,0.8599999999999999,0.33526041666666684,0.2450000000000001,0.24537037037037032,0.42045454545454536,0.458333333333333,0.30263157894736836,0.30952380952380926,0.23033854166666665,0.23741987179487187,0.32589285714285726,0.3341503267973854
2016-01-03,0.3464912280701753,0.35550595238095234,0.29053442028985493,0.2682291666666667,0.2074952107279693,0.4100877192982455,0.0,0.6740095628415301,1.0,0.8466666666666659,0.05828125,0.3083333333333334,0.3074074074074074,0.49005681818181807,0.5227521929824557,0.3464912280701753,0.35550595238095234,0.17682291666666664,0.18701923076923055,0.3824404761904763,0.388888888888889
2016-01-04,0.32675438596491224,0.3385416666666667,0.2590579710144927,0.23451967592592593,0.208213601532567,0.4188596491228069,0.0,0.6819501366120218,1.0,0.856041666666667,0.191875,0.285,0.2814814814814815,0.45075757575757586,0.49122807017543885,0.32675438596491224,0.3385416666666667,0.16067708333333333,0.16810897435897412,0.36160714285714296,0.36601307189542487
2016-01-05,0.3854166666666667,0.39613095238095236,0.2590579710144926,0.23726851851851846,0.23685943486590033,0.4100877192982455,0.0,0.6363558743169397,1.0,0.8116666666666662,0.05005208333333334,0.3279166666666666,0.327314814814815,0.45596590909090934,0.48410087719298295,0.3854166666666667,0.39613095238095236,0.15312500000000004,0.16065705128205116,0.39992559523809534,0.40645424836601324
2016-01-06,0.40624999999999994,0.42247023809523826,0.1551177536231885,0.12876157407407396,0.15737248563218395,0.5800438596491232,0.0037553648068669528,0.6620560109289618,0.9880952380952381,0.8043749999999993,0.28697916666666673,0.3914583333333334,0.38993055555555567,0.5160984848484853,0.5633223684210528,0.40624999999999994,0.42247023809523826,0.08710937499999995,0.09423076923076919,0.4566592261904759,0.4617034313725492
2016-01-07,0.35964912280701733,0.36547619047619045,0.22169384057971012,0.20225694444444456,0.21188038793103467,0.4528508771929822,0.0,0.6388319672131145,1.0,0.8072916666666666,0.16468750000000001,0.3100000000000001,0.30925925925925923,0.40909090909090967,0.4487390350877198,0.3574561403508771,0.36547619047619045,0.1455729166666667,0.1526442307692307,0.38392857142857145,0.3905228758169934
2016-01-08,0.39994517543859676,0.40758928571428577,0.12069746376811613,0.09866898148148145,0.22250658524904232,0.5252192982456133,0.0,0.5904200819672129,1.0,0.7960416666666658,0.1684375,0.3389583333333335,0.339236111111111,0.4166666666666669,0.44819078947368357,0.40213815789473717,0.40877976190476195,0.07356770833333331,0.08261217948717949,0.409784226190476,0.41697303921568646
2016-01-09,0.3303179824561402,0.3369047619047619,0.24048913043478248,0.22164351851851857,0.20840816570881227,0.41995614035087697,0.00035765379113018603,0.6388319672131147,1.0,0.7922916666666656,0.16312499999999994,0.2683333333333335,0.26666666666666666,0.39772727272727315,0.431195175438597,0.3303179824561402,0.3369047619047619,0.15533854166666672,0.163621794871795,0.34672619047619074,0.3529411764705886
2016-01-10,0.3736293859649124,0.37976190476190474,0.2692481884057973,0.24565972222222243,0.22762511973180075,0.4100877192982455,0.0,0.6432718579234974,1.0,0.7943749999999996,0.07572916666666667,0.32333333333333336,0.31793981481481487,0.4332386363636363,0.4797149122807019,0.3736293859649124,0.37976190476190474,0.16380208333333315,0.1727564102564101,0.39583333333333326,0.39818218954248374
