,precipMM,tempC,windspeedKmph,cond,humidity,visibility,pressure,cloudcover,heatIndexC,dewPointC,windChillC,windGustKmph,feelsLikeC
precipMM,1.0,0.3334186449799918,-0.35204014520756244,0.35714034618303137,0.1903986533298779,-0.43033020346503864,-0.47449946156494205,0.19598770220480488,0.47548102639484213,0.5409056836567527,0.3334448459704596,-0.3250769135496812,0.47541516943786777
tempC,0.3334186449799918,1.0,-0.6593719280190419,0.36204144665791366,-0.5182698211650597,-0.09648508576335744,-0.43351106360890546,-0.26282695075768564,0.9276822921640466,0.40059580115108606,0.9999758227717312,-0.699172940788044,0.9277141854798764
windspeedKmph,-0.35204014520756244,-0.6593719280190419,1.0,-0.46993193454487703,0.0954525173453319,0.27191986906137705,0.3048086876738413,-0.01249277016436948,-0.7114933643383776,-0.46441741417110993,-0.6592992706858107,0.983550862246294,-0.7110339985948964
cond,0.35714034618303137,0.36204144665791366,-0.46993193454487703,1.0,0.09152017250843332,-0.4730830311345976,-0.410463398951714,0.2510760818198451,0.46330403936812486,0.43187326079392424,0.3619106428898976,-0.43401226863138653,0.4630101582051946
humidity,0.1903986533298779,-0.5182698211650597,0.0954525173453319,0.09152017250843332,1.0,-0.5064913487762277,-0.22333694318769934,0.5442097146350884,-0.21410377485575902,0.509854381442906,-0.5180166610356391,0.17937767009519107,-0.21424009278878822
visibility,-0.43033020346503864,-0.09648508576335744,0.27191986906137705,-0.4730830311345976,-0.5064913487762277,1.0,0.5875156669868508,-0.5611190111353904,-0.3420689872753966,-0.6899753946854144,-0.09681392888918673,0.186046335284016,-0.34179724392220556
pressure,-0.47449946156494205,-0.43351106360890546,0.3048086876738413,-0.410463398951714,-0.22333694318769934,0.5875156669868508,1.0,-0.3579309755032704,-0.6061902640280362,-0.7292433482868956,-0.4339104629941453,0.2711260392156157,-0.6060774801852155
cloudcover,0.19598770220480488,-0.26282695075768564,-0.01249277016436948,0.2510760818198451,0.5442097146350884,-0.5611190111353904,-0.3579309755032704,1.0,-0.05785746091709307,0.34678231414130567,-0.26260796865940417,0.0862886252436712,-0.058113507213761476
heatIndexC,0.47548102639484213,0.9276822921640466,-0.7114933643383776,0.46330403936812486,-0.21410377485575902,-0.3420689872753966,-0.6061902640280362,-0.05785746091709307,1.0,0.6886243789573623,0.9277898313614044,-0.7186124583402445,0.999984824983838
dewPointC,0.5409056836567527,0.40059580115108606,-0.46441741417110993,0.43187326079392424,0.509854381442906,-0.6899753946854144,-0.7292433482868956,0.34678231414130567,0.6886243789573623,1.0,0.4008626246710144,-0.41181713008828974,0.6885906852449113
windChillC,0.3334448459704596,0.9999758227717312,-0.6592992706858107,0.3619106428898976,-0.5180166610356391,-0.09681392888918673,-0.4339104629941453,-0.26260796865940417,0.9277898313614044,0.4008626246710144,1.0,-0.6990956384311742,0.9278230106852329
windGustKmph,-0.3250769135496812,-0.699172940788044,0.983550862246294,-0.43401226863138653,0.17937767009519107,0.186046335284016,0.2711260392156157,0.0862886252436712,-0.7186124583402445,-0.41181713008828974,-0.6990956384311742,1.0,-0.7182171363344598
feelsLikeC,0.47541516943786777,0.9277141854798764,-0.7110339985948964,0.4630101582051946,-0.21424009278878822,-0.34179724392220556,-0.6060774801852155,-0.058113507213761476,0.999984824983838,0.6885906852449113,0.9278230106852329,-0.7182171363344598,1.0
